장소명,도로명주소,위도,경도,수정일시,지번주소
감귤카트,제주특별자치도 서귀포시 중문관광로72번길 60,33.2530333,126.4087217,2025-09-18 09:28,제주특별자치도 서귀포시 예래동 2785
비스타 케이 호텔 월드컵,제주특별자치도 서귀포시 김정문화로41번길 10-6 비스타케이호텔,33.2518972,126.5097284,2025-09-18 11:44,제주특별자치도 서귀포시 대륜동 745-1
영락리 낚시 포인트,제주특별자치도 서귀포시 노을해안로 264,33.24707,126.2024675,2025-09-18 08:25,제주특별자치도 서귀포시 대정읍 영락리 1604
산도롱맨도롱,제주특별자치도 제주시 해맞이해안로 2284,33.4968007,126.9102759,2025-09-18 02:09,제주특별자치도 제주시 구좌읍 종달리 484-1
다다식당,제주특별자치도 제주시 한림북동길 18-1,33.4166307,126.2640836,2025-09-18 22:34,제주특별자치도 제주시 한림읍 한림리 1314-67
효섬마을초가집,,33.4653299,126.6115236,2025-09-18 14:26,제주특별자치도 제주시 봉개동 234-200
제주공항,제주특별자치도 제주시 공항로 2 국제공항,33.5061345,126.4923949,2025-09-18 16:25,제주특별자치도 제주시 용담2동 2002
AJ렌터카,제주특별자치도 제주시 용문로 62,33.5040015,126.5020966,2025-09-18 11:18,제주특별자치도 제주시 용담2동 735-24
하우목동항,,33.5090978,126.9425183,2025-09-18 22:56,제주특별자치도 제주시 우도면 연평리
1,,33.4630241,126.8085596,2025-09-18 22:54,제주특별자치도 제주시 구좌읍 세화리 산35
드르쿰다인성산,제주특별자치도 서귀포시 일출로 88-19 백기해녀의집,33.4467026,126.9212961,2025-09-18 23:57,제주특별자치도 서귀포시 성산읍 고성리 224-1
에어비앤비 ,제주특별자치도 서귀포시 일출로 88-19 백기해녀의집,33.5015733,126.5186007,2025-09-18 00:11,제주특별자치도 제주시 삼도1동 522-2
낚시,제주특별자치도 제주시 애월해안로 93,33.4665863,126.3225353,2025-09-18 09:14,제주특별자치도 제주시 애월읍 애월리 407-4
감귤체험,,33.3036526,126.7172816,2025-09-18 11:13,제주특별자치도 서귀포시 남원읍 의귀리 957
길라임펜션,제주특별자치도 제주시 도두봉6길 27,33.5068004,126.4719724,2025-09-18 11:18,제주특별자치도 제주시 도두동 1702-5
운진항,,33.209758,126.2560172,2025-09-18 16:06,제주특별자치도 서귀포시 대정읍 하모리
예그리나 카페,제주특별자치도 제주시 흥운길 95,33.5154241,126.5131816,2025-09-18 12:01,제주특별자치도 제주시 용담2동 450-5
제주아트센터,제주특별자치도 제주시 오남로 231 제주아트센터,33.4749336,126.5155212,2025-09-18 15:26,제주특별자치도 제주시 오라동 898-8
해뜨는 성,제주특별자치도 서귀포시 한도로 267 해뜨는섬,33.4661946,126.9358546,2025-09-18 16:35,제주특별자치도 서귀포시 성산읍 성산리 298-22
오르다 카페,제주특별자치도 서귀포시 한도로 269-37,33.4689448,126.9353818,2025-09-18 16:55,제주특별자치도 서귀포시 성산읍 성산리 308
소인국데마,,33.2888022,126.3236583,2025-09-18 23:00,제주특별자치도 서귀포시 안덕면 서광리 714-8
제주월드21,제주특별자치도 제주시 임항로 17,33.5168906,126.5271335,2025-09-18 11:00,제주특별자치도 제주시 건입동 1442
탑동숙소,제주특별자치도 제주시 임항로 17,33.5183869,126.5243636,2025-09-18 11:18,제주특별자치도 제주시 삼도2동 1264
렌트카,제주특별자치도 제주시 용문로 20,33.5049194,126.4984454,2025-09-18 15:02,제주특별자치도 제주시 용담2동 1524-12
sdfsdf,,33.3135404,126.2274216,2025-09-18 08:49,제주특별자치도 제주시 한경면 낙천리 2335
키아오라리조트,제주특별자치도 서귀포시 난고로42번길 3,33.4342582,126.9046625,2025-09-18 04:16,제주특별자치도 서귀포시 성산읍 고성리 1803-1
수제협재돈가스,제주특별자치도 제주시 협재1길 1,33.3956102,126.2421668,2025-09-18 12:31,제주특별자치도 제주시 한림읍 협재리 1728
아주렌터카,제주특별자치도 제주시 용문로 62,33.5039773,126.5020925,2025-09-18 21:05,제주특별자치도 제주시 용담2동 735-24
주상절리대(중문대포해안),,33.2362616,126.4278523,2025-09-18 13:39,제주특별자치도 서귀포시 중문동 2593
카멜라힐,제주특별자치도 서귀포시 안덕면 병악로 166,33.289352,126.3697286,2025-09-18 13:56,제주특별자치도 서귀포시 안덕면 상창리 271
오설록,제주특별자치도 서귀포시 안덕면 병악로 166,33.3051885,126.2891812,2025-09-18 13:56,제주특별자치도 서귀포시 안덕면 서광리 1224-53
신화월드 호텔,제주특별자치도 서귀포시 안덕면 병악로 166,33.3043523,126.318494,2025-09-18 13:56,제주특별자치도 서귀포시 안덕면 서광리 산24-4
붉은 제주 식당,,33.4538583,126.3068991,2025-09-18 14:07,제주특별자치도 제주시 애월읍 곽지리 1565-27
니나수 족욕카페,제주특별자치도 서귀포시 중문관광로72번길 60,33.2356299,126.363508,2025-09-18 09:31,제주특별자치도 서귀포시 안덕면 창천리 1457
더육정육식당,제주특별자치도 제주시 노형3길 3,33.4819251,126.4741929,2025-09-18 14:14,제주특별자치도 제주시 노형동 3805-5
로컬크랩,제주특별자치도 제주시 해맞이해안로 2361,33.490404,126.9107093,2025-09-18 14:19,제주특별자치도 제주시 구좌읍 종달리 611
흑돈오리,제주특별자치도 서귀포시 이중섭로 5-5 티엔티 피시방,33.2477958,126.5646725,2025-09-18 18:12,제주특별자치도 서귀포시 정방동 407-3
대포주상절리,,33.2367514,126.4259582,2025-09-18 12:08,제주특별자치도 서귀포시 중문동
공룡랜드,,33.4406303,126.4369507,2025-09-18 22:51,제주특별자치도 제주시 애월읍 광령리 749
송악산,,33.2069875,126.2906036,2025-09-18 12:06,제주특별자치도 서귀포시 대정읍 상모리 130-9
쇠소깍,,33.2516999,126.6245791,2025-09-18 12:11,제주특별자치도 서귀포시 남원읍 하례리
도착,제주특별자치도 제주시 공항로 2,33.5085439,126.496011,2025-09-18 21:53,제주특별자치도 제주시 용담2동 2002
어딘가식당,제주특별자치도 제주시 만장굴길 34,33.5464245,126.7946714,2025-09-18 22:59,제주특별자치도 제주시 구좌읍 행원리 2477-1
제주공항,제주특별자치도 제주시 다호5길 18,33.5023989,126.4901032,2025-09-18 00:16,제주특별자치도 제주시 도두동 391-1
어박사,제주특별자치도 제주시 애월북서길 56,33.407421,126.2578547,2025-09-18 23:40,제주특별자치도 제주시 한림읍 동명리 1715-4
나운터횟집,제주특별자치도 서귀포시 칠십리로 42,33.2409583,126.5613629,2025-09-18 00:22,제주특별자치도 서귀포시 송산동 667-35
대발이바크,제주특별자치도 서귀포시 태위로 536,33.274412,126.7049137,2025-09-18 19:38,제주특별자치도 서귀포시 남원읍 남원리 2380
마가리따은혜씨,제주특별자치도 서귀포시 일출로 258-11 삼다식당,33.4610359,126.9342708,2025-09-18 10:50,제주특별자치도 서귀포시 성산읍 성산리 140-8
아일랜드 라디오,제주특별자치도 서귀포시 하효중앙로 5-1,33.2496952,126.6188736,2025-09-18 10:48,제주특별자치도 서귀포시 효돈동 1460
윈 스카이 호텔,제주특별자치도 서귀포시 신중남로 17,33.2532692,126.5084985,2025-09-18 21:48,제주특별자치도 서귀포시 대천동 162-1
우도천진항,제주특별자치도 서귀포시 섭지코지로 169 제주오션스타 콘도미니엄,33.491747,126.9503596,2025-09-18 17:23,제주특별자치도 제주시 우도면 연평리
우도물들이(라면),제주특별자치도 서귀포시 섭지코지로 169 제주오션스타 콘도미니엄,33.5237766,126.9514671,2025-09-18 18:13,제주특별자치도 제주시 우도면 연평리
파라토도스,제주특별자치도 제주시 금능길 87,33.3892046,126.2323112,2025-09-18 11:46,제주특별자치도 제주시 한림읍 금능리 1426-3
셰프와 흑돼지,제주특별자치도 서귀포시 안덕면 한창로110번길 61 새마음요양병원,33.2778983,126.3622229,2025-09-18 12:34,제주특별자치도 서귀포시 안덕면 상창리 1278
제주공항,제주특별자치도 제주시 공항로 2,33.506777,126.4930186,2025-09-18 12:01,제주특별자치도 제주시 용담2동 2002
제주 송당송당펜션 리조트,,33.4337784,126.7362029,2025-09-18 19:16,제주특별자치도 제주시 구좌읍 송당리 2635-10
천제연폭포,제주특별자치도 서귀포시 중문관광로72번길 60,33.251368,126.4096928,2025-09-18 11:22,제주특별자치도 서귀포시 예래동 2101
제이힐호텔,제주특별자치도 서귀포시 천제연로188번길 11,33.2507771,126.4246882,2025-09-18 20:24,제주특별자치도 서귀포시 중문동 2050-1
윈드스톤,제주특별자치도 제주시 광성로 277,33.460696,126.4363692,2025-09-18 19:49,제주특별자치도 제주시 애월읍 광령리 1345-1
스시앤,제주특별자치도 제주시 고산동산5길 24,33.4961304,126.5353437,2025-09-18 19:52,제주특별자치도 제주시 이도2동 1059-16
종종식당,제주특별자치도 제주시 용담로 3 제주출입국관리사무소,33.5136148,126.5029779,2025-09-18 19:55,제주특별자치도 제주시 용담2동 953
용두암,제주특별자치도 제주시 서해안로 687-1,33.5157914,126.5120243,2025-09-18 09:54,제주특별자치도 제주시 용담2동 488-5
한우궁,제주특별자치도 제주시 신대로9길 7,33.4908545,126.4976719,2025-09-18 02:08,제주특별자치도 제주시 연동 311-20
제주공항,제주특별자치도 제주시 공항로 2,33.5059343,126.4918604,2025-09-18 01:31,제주특별자치도 제주시 용담2동 2002
숙소,제주특별자치도 서귀포시 신천동로38번길 20,33.3442388,126.8540453,2025-09-18 01:46,제주특별자치도 서귀포시 성산읍 신천리 238
함덕해수욕장,제주특별자치도 제주시 일주동로 1231 함덕초등학교,33.5376032,126.6724742,2025-09-18 20:21,제주특별자치도 제주시 조천읍 함덕리 287-2
미라 게하,제주특별자치도 제주시 중앙로15길 7,33.5112739,126.511139,2025-09-18 09:53,제주특별자치도 제주시 용담2동 358-33
공항,,33.5061166,126.4929814,2025-09-18 10:58,제주특별자치도 제주시 용담2동 1984-5
성산항,제주특별자치도 서귀포시 성산등용로 107-17,33.4710487,126.9296791,2025-09-18 11:10,제주특별자치도 서귀포시 성산읍 성산리 347-5
하우목동포구,제주특별자치도 제주시 우도해안길 341,33.5092036,126.9435234,2025-09-18 22:17,제주특별자치도 제주시 우도면 연평리 2395-7
스트로베리필드,제주특별자치도 서귀포시 중정로61번길 11-1 경림여관,33.2488961,126.5627229,2025-09-18 11:15,제주특별자치도 서귀포시 중앙동 292-13
놀맨,제주특별자치도 제주시 애월로1길 25,33.4624278,126.3096003,2025-09-18 11:23,제주특별자치도 제주시 애월읍 애월리 2540
협재해변,제주특별자치도 제주시 한림로 329-10,33.3939063,126.2397728,2025-09-18 11:18,제주특별자치도 제주시 한림읍 협재리 2447
제주엔젤렌트카,제주특별자치도 제주시 도령로 171-1,33.4963435,126.4930136,2025-09-18 11:19,제주특별자치도 제주시 용담2동 1815
제주공항,,33.5053054,126.4940244,2025-09-18 14:44,제주특별자치도 제주시 용담2동 1462
월령마을 선인장마을 둘째날,제주특별자치도 제주시 월령안길 6,33.3773172,126.2157891,2025-09-18 14:31,제주특별자치도 제주시 한림읍 월령리 356-1
이호테우,,33.4959053,126.4524519,2025-09-18 22:43,제주특별자치도 제주시 이호동 1662
국수만찬,제주특별자치도 제주시 은남3길 1,33.4871603,126.4955037,2025-09-18 00:43,제주특별자치도 제주시 연동 293-58
협재해수욕장 포카리맑은물,제주특별자치도 제주시 월령안길 6,33.3945899,126.2398601,2025-09-18 14:33,제주특별자치도 제주시 한림읍 월령리 356-1
만장굴,제주특별자치도 제주시 월령안길 6,33.5280662,126.7710062,2025-09-18 14:36,제주특별자치도 제주시 구좌읍 월정리 산41-3
우편발송,제주특별자치도 제주시 월령안길 6,33.4820584,126.7080183,2025-09-18 14:41,제주특별자치도 제주시 조천읍 선흘리 570
주상절리,제주특별자치도 제주시 월령안길 6,33.2374101,126.4258064,2025-09-18 14:42,제주특별자치도 서귀포시 중문동 2769-1
섭지코지 아름다운곳,제주특별자치도 서귀포시 섭지코지로 107 휘닉스아일랜드콘도,33.424171,126.9305637,2025-09-18 14:47,제주특별자치도 서귀포시 성산읍 고성리 87
칠돈가 흑돼지 음식점,제주특별자치도 서귀포시 섭지코지로 107 휘닉스아일랜드콘도,33.4582746,126.9132926,2025-09-18 14:48,제주특별자치도 서귀포시 성산읍 오조리 865
시옛촌 음식점 전복 아침,제주특별자치도 서귀포시 사계북로41번길 130-67,33.2492208,126.3008792,2025-09-18 14:52,제주특별자치도 서귀포시 안덕면 사계리 941
제주국제공항,제주특별자치도 제주시 공항로 2,33.5066058,126.4928035,2025-09-18 13:39,제주특별자치도 제주시 용담2동 2002
제주공항 도착 ,제주특별자치도 제주시 공항로 2,33.5070371,126.4926047,2025-09-18 23:17,제주특별자치도 제주시 용담2동 2002
그랜드 스타렉스 렌트카,제주특별자치도 제주시 다호북길 7,33.5033844,126.4934277,2025-09-18 11:28,제주특별자치도 제주시 용담2동 2580-77
신엄리방파제,,33.4738891,126.3511839,2025-09-18 16:01,제주특별자치도 제주시 아라동 산182-19
공항,,33.5058878,126.4932425,2025-09-18 17:41,제주특별자치도 제주시 용담2동 1984-5
애월더선셋,제주특별자치도 제주시 애월읍 일주서로 6111,33.4562242,126.309022,2025-09-18 13:13,제주특별자치도 제주시 애월읍 곽지리 1381
오셜록티,제주특별자치도 제주시 한림읍 광산로 836,33.3014488,126.2898672,2025-09-18 13:19,제주특별자치도 서귀포시 안덕면 서광리 2489-14
오롯,,33.4907356,126.544025,2025-09-18 19:51,제주특별자치도 제주시 아라동 3011-8
성이시돌목장,,33.3467855,126.3272941,2025-09-18 10:39,제주특별자치도 제주시 한림읍 금악리 135-1
신창풍차해안도로,,33.3425365,126.1722288,2025-09-18 10:45,제주특별자치도 제주시 한경면 신창리 1341
박물관은살아있다,제주특별자치도 서귀포시 중문관광로 42,33.2545853,126.4088998,2025-09-18 10:55,제주특별자치도 서귀포시 예래동 2629
숙소,제주특별자치도 서귀포시 중앙로48번길 15,33.249308,126.5628874,2025-09-18 10:55,제주특별자치도 서귀포시 중앙동 276-6
